video,track_id,n_frames,first_frame,last_frame,path_len_px,net_disp_px,straightness,net_turn_deg,total_turn_deg,median_speed_px_per_frame,median_speed_px_per_s,mean_kappa,median_kappa,p90_kappa,max_kappa,min_radius_px,median_abs_omega_rad_s,p90_abs_omega_rad_s,max_abs_omega_rad_s,curvature_class,turn_class
MVI_40241,101,61,686,746,609.62,606.84,0.9954,24.99,29.77,7.657,191.41,0.000951,0.000746,0.002519,0.00429,233.09,0.12657,0.83416,1.47986,curved,gentle
MVI_40241,102,81,691,771,474.82,473.78,0.9978,1.14,43.42,4.229,105.74,0.004713,0.001135,0.017265,0.027583,36.25,0.19413,0.82551,1.33367,straight,straight
MVI_40241,103,56,691,746,619.87,619.23,0.999,12.64,19.16,10.342,258.56,0.001148,0.000509,0.003175,0.006659,150.18,0.16605,0.45562,0.69434,straight,gentle
MVI_40241,104,61,691,751,505.06,504.72,0.9993,5.39,25.53,7.897,197.44,0.001236,0.000843,0.003324,0.004959,201.67,0.17775,0.47952,0.57538,straight,straight
MVI_40241,105,61,701,761,584.28,583.82,0.9992,0.13,27.83,9.124,228.1,0.00127,0.000636,0.004044,0.005789,172.73,0.13424,0.5677,1.27663,straight,straight
MVI_40241,106,56,706,761,711.39,708.75,0.9963,17.37,36.73,9.636,240.91,0.00135,0.000988,0.002931,0.005562,179.8,0.18655,0.89143,1.33997,straight,gentle
MVI_40241,107,51,711,761,588.58,588.25,0.9994,4.16,13.58,10.099,252.48,0.000637,0.000281,0.001995,0.002865,349.09,0.06617,0.30527,0.34284,straight,straight
MVI_40241,108,76,716,791,462.16,461.46,0.9985,5.25,38.03,4.523,113.09,0.00288,0.002305,0.006524,0.008649,115.62,0.27112,0.4105,0.78599,straight,straight
MVI_40241,109,61,731,791,411.31,411.19,0.9997,5.82,12.87,5.12,128.0,0.000774,0.000484,0.001207,0.004262,234.61,0.10063,0.24232,0.31872,straight,straight
MVI_40241,110,56,731,786,498.95,498.65,0.9994,8.35,17.12,8.499,212.47,0.000683,0.000523,0.001441,0.002642,378.44,0.09611,0.45822,0.73388,straight,straight
MVI_40241,111,51,736,786,546.48,546.19,0.9995,4.4,17.3,10.212,255.3,0.000869,0.000404,0.002688,0.003565,280.53,0.12421,0.40978,0.46126,straight,straight
MVI_40241,112,56,741,796,571.44,568.91,0.9956,17.56,34.35,7.524,188.1,0.001499,0.000528,0.005692,0.006315,158.36,0.0705,0.8948,1.98964,straight,gentle
MVI_40241,113,61,746,806,672.25,671.16,0.9984,24.31,34.57,9.255,231.37,0.001496,0.000786,0.004206,0.007663,130.5,0.20835,0.67128,1.30865,curved,gentle
MVI_40241,114,51,756,806,537.64,536.8,0.9984,16.34,20.87,9.707,242.66,0.000854,0.000624,0.001917,0.003303,302.73,0.13119,0.61916,0.64488,straight,gentle
MVI_40241,115,71,756,826,734.84,732.46,0.9968,21.24,37.56,7.505,187.62,0.001535,0.000954,0.00434,0.004987,200.51,0.16429,0.78896,1.53302,curved,gentle
MVI_40241,116,66,766,831,544.59,543.41,0.9978,10.49,26.96,5.815,145.38,0.001365,0.000869,0.0032,0.004836,206.8,0.1265,0.49339,0.80938,straight,gentle
MVI_40241,117,51,771,821,647.26,646.72,0.9992,9.09,18.19,11.828,295.7,0.000635,0.000558,0.001244,0.002861,349.59,0.1417,0.37519,0.94303,straight,straight
MVI_40241,118,51,781,831,399.88,399.5,0.9991,20.35,24.99,5.905,147.64,0.002925,0.000564,0.013822,0.020632,48.47,0.13548,0.92168,1.20383,curved,gentle
MVI_40241,119,66,796,861,395.69,395.43,0.9994,19.34,35.87,4.189,104.73,0.005494,0.001506,0.018351,0.053739,18.61,0.15711,0.85403,1.85394,straight,gentle
MVI_40241,120,71,811,881,718.74,715.8,0.9959,24.34,40.78,7.28,182.0,0.001568,0.001296,0.003441,0.004953,201.92,0.20469,0.83176,1.74248,curved,gentle
MVI_40241,121,66,816,881,530.91,529.27,0.9969,21.09,32.17,5.403,135.08,0.001804,0.001466,0.00416,0.005916,169.03,0.16014,0.51904,0.96384,curved,gentle
MVI_40241,122,61,826,886,513.94,513.47,0.9991,2.79,16.32,8.242,206.04,0.000806,0.000471,0.001699,0.004209,237.61,0.08293,0.33355,0.42569,straight,straight
MVI_40241,123,56,826,881,612.54,612.07,0.9992,0.03,25.32,9.857,246.43,0.001364,0.000251,0.004943,0.009693,103.17,0.08076,0.73198,0.97447,straight,straight
MVI_40241,124,66,831,896,572.98,570.23,0.9952,29.93,50.92,6.141,153.53,0.002881,0.002117,0.006146,0.010727,93.23,0.34248,0.86223,1.58797,curved,gentle
MVI_40241,125,61,866,926,542.6,542.21,0.9993,13.73,18.53,8.29,207.25,0.000776,0.000508,0.001286,0.005923,168.84,0.09706,0.29038,1.2333,straight,gentle
MVI_40241,126,66,871,936,556.52,552.3,0.9924,31.9,44.86,6.32,157.99,0.00178,0.00095,0.005106,0.00747,133.86,0.15044,1.21262,2.57422,curved,gentle
MVI_40241,127,56,881,936,647.86,646.79,0.9983,15.06,16.93,9.656,241.41,0.000647,0.000409,0.002006,0.003319,301.3,0.11262,0.33222,0.35565,straight,gentle
MVI_40241,128,76,886,961,465.92,463.89,0.9957,14.65,53.48,4.51,112.75,0.005257,0.001372,0.018431,0.026612,37.58,0.20917,0.99237,1.37113,straight,gentle
MVI_40241,129,76,896,971,632.05,631.61,0.9993,6.81,25.74,7.589,189.72,0.001025,0.000572,0.003005,0.00499,200.4,0.13259,0.31162,1.07543,straight,straight
MVI_40241,130,61,901,961,666.72,666.23,0.9993,0.77,27.58,8.921,223.02,0.001754,0.000665,0.006129,0.008149,122.72,0.19133,0.61222,0.7385,straight,straight
MVI_40241,131,66,916,981,542.86,542.65,0.9996,7.71,19.47,7.535,188.38,0.001116,0.000492,0.003059,0.004953,201.88,0.10606,0.35082,0.64396,straight,straight
MVI_40241,132,76,916,991,465.52,464.81,0.9985,1.01,34.1,4.184,104.59,0.003328,0.00145,0.009806,0.029558,33.83,0.1901,0.46265,0.93477,straight,straight
MVI_40241,133,76,921,996,650.76,648.27,0.9962,24.61,37.87,7.64,190.99,0.000994,0.000622,0.001877,0.005685,175.89,0.08443,0.64994,1.82652,curved,gentle
MVI_40241,134,61,931,991,643.53,642.59,0.9986,6.05,28.74,8.612,215.31,0.00153,0.000735,0.004888,0.006625,150.93,0.22486,0.47611,0.76873,straight,straight
MVI_40241,135,71,931,1001,604.67,602.73,0.9968,6.31,42.37,5.947,148.69,0.002997,0.001747,0.008827,0.016601,60.24,0.25009,0.78463,1.22415,straight,straight
MVI_40241,136,56,936,991,498.44,498.34,0.9998,5.58,11.7,8.685,217.12,0.000764,0.000449,0.00235,0.004083,244.91,0.10191,0.32124,0.44843,straight,straight
MVI_40241,137,61,936,996,726.7,725.05,0.9977,10.06,29.03,8.823,220.57,0.001365,0.000595,0.003491,0.008802,113.61,0.11409,0.67657,1.22293,straight,gentle
MVI_40241,138,71,951,1021,467.96,466.75,0.9974,1.47,48.56,4.419,110.47,0.006005,0.001577,0.009574,0.058835,17.0,0.281,0.59205,1.86136,straight,straight
MVI_40241,139,61,951,1011,418.61,416.67,0.9954,22.38,62.84,4.694,117.34,0.009512,0.001293,0.034172,0.052283,19.13,0.17956,1.80907,2.84766,curved,gentle
MVI_40241,140,66,956,1021,655.69,655.16,0.9992,2.04,26.4,8.899,222.47,0.001135,0.000589,0.003287,0.0059,169.5,0.13866,0.44009,1.17155,straight,straight
MVI_40241,141,76,961,1036,516.04,515.55,0.999,19.9,31.26,6.015,150.38,0.001386,0.000656,0.002022,0.022484,44.48,0.09825,0.29231,2.97447,straight,gentle
MVI_40241,142,61,961,1021,659.31,658.7,0.9991,6.69,18.82,7.13,178.24,0.000692,0.000572,0.001416,0.001954,511.86,0.12587,0.351,0.5397,straight,straight
MVI_40241,143,71,981,1051,679.17,678.85,0.9995,5.52,21.87,8.207,205.17,0.001159,0.000502,0.002685,0.00562,177.93,0.15048,0.35078,0.45857,straight,straight
MVI_40241,144,56,996,1051,400.06,398.52,0.9962,1.98,35.04,5.007,125.17,0.00324,0.0011,0.012154,0.01784,56.05,0.14747,1.26708,1.86744,straight,straight
MVI_40241,145,71,1001,1071,524.68,524.37,0.9994,1.73,21.6,6.882,172.04,0.001059,0.000531,0.003735,0.005447,183.59,0.10569,0.41553,0.65834,straight,straight
MVI_40241,146,61,1001,1061,583.0,582.31,0.9988,6.07,24.72,8.616,215.41,0.000997,0.000707,0.002416,0.002962,337.64,0.12657,0.54294,0.75314,straight,straight
MVI_40241,147,71,1006,1076,675.56,675.04,0.9992,10.24,20.54,8.038,200.95,0.000671,0.000479,0.001423,0.005978,167.27,0.07564,0.35903,1.25212,straight,gentle
MVI_40241,148,51,1016,1066,432.97,431.84,0.9974,10.68,23.88,5.962,149.05,0.001294,0.001054,0.00273,0.003541,282.43,0.15739,0.69359,0.74732,straight,gentle
MVI_40241,149,66,1021,1086,500.55,500.11,0.9991,15.65,21.21,7.308,182.71,0.000848,0.000326,0.002213,0.007508,133.2,0.06206,0.37062,1.36875,straight,gentle
MVI_40241,150,61,1026,1086,516.17,515.98,0.9996,1.33,17.51,7.36,184.0,0.000816,0.000621,0.001861,0.003088,323.79,0.14191,0.32882,0.4468,straight,straight
MVI_40241,151,61,1026,1086,528.91,527.97,0.9982,9.52,23.59,6.289,157.23,0.001052,0.00067,0.002658,0.004634,215.79,0.09881,0.43682,0.79997,straight,straight
MVI_40241,152,66,1031,1096,627.36,626.78,0.9991,8.11,22.4,8.768,219.2,0.001056,0.000555,0.002754,0.003531,283.24,0.17045,0.33954,0.53503,straight,straight
MVI_40241,153,71,1051,1121,645.77,644.78,0.9985,14.03,31.95,7.276,181.9,0.001568,0.000984,0.004463,0.006917,144.57,0.24232,0.48589,0.64804,straight,gentle
MVI_40241,154,66,1051,1116,595.49,591.21,0.9928,20.65,46.44,6.227,155.66,0.002177,0.00099,0.006553,0.009917,100.84,0.18699,0.98134,1.73903,curved,gentle
MVI_40241,155,61,1051,1111,447.49,446.33,0.9974,5.46,38.68,4.944,123.6,0.002879,0.001765,0.008102,0.010233,97.72,0.2768,0.61033,0.80996,straight,straight
MVI_40241,156,71,1056,1126,739.97,736.61,0.9955,17.11,46.42,7.341,183.51,0.002072,0.001352,0.005766,0.010008,99.92,0.22541,0.83156,1.45751,straight,gentle
MVI_40241,157,66,1056,1121,552.95,550.59,0.9957,29.39,53.34,7.94,198.49,0.001984,0.000833,0.003898,0.018637,53.66,0.15598,1.04675,3.65823,curved,gentle
MVI_40241,158,66,1056,1121,590.8,590.61,0.9997,1.96,16.69,7.765,194.13,0.000689,0.000633,0.001201,0.002641,378.63,0.09975,0.30122,0.46017,straight,straight
MVI_40241,159,56,1076,1131,510.54,510.41,0.9997,4.43,11.97,8.864,221.6,0.000575,0.000497,0.001072,0.001233,811.2,0.10771,0.20468,0.37131,straight,straight
MVI_40241,160,81,1076,1156,705.95,705.18,0.9989,1.96,27.17,7.084,177.09,0.001801,0.000436,0.006823,0.009979,100.21,0.09672,0.54258,0.82118,straight,straight
MVI_40241,161,71,1081,1151,595.26,594.3,0.9984,20.14,31.21,7.5,187.51,0.001185,0.000596,0.002712,0.013313,75.11,0.08288,0.36016,2.71996,curved,gentle
MVI_40241,162,71,1086,1156,588.86,587.35,0.9974,3.9,39.44,5.798,144.94,0.00206,0.001185,0.005337,0.012304,81.27,0.20762,0.70357,2.61082,straight,straight
MVI_40241,163,56,1091,1146,463.95,462.17,0.9962,17.28,44.68,5.964,149.1,0.002704,0.001477,0.007306,0.008785,113.83,0.31118,0.91858,1.44531,straight,gentle
MVI_40241,164,66,1096,1161,550.91,550.55,0.9993,10.3,25.01,7.49,187.24,0.001331,0.000713,0.003581,0.005278,189.48,0.1989,0.40625,0.5137,straight,gentle
MVI_40241,165,76,1106,1181,600.84,600.05,0.9987,14.03,32.47,6.747,168.68,0.001439,0.000576,0.00438,0.014542,68.77,0.10915,0.38432,2.41969,straight,gentle
MVI_40241,166,56,1106,1161,528.47,528.37,0.9998,2.73,14.13,9.02,225.51,0.000667,0.000436,0.00138,0.002141,467.0,0.10905,0.21159,0.35126,straight,straight
MVI_40241,167,66,1131,1196,690.53,689.06,0.9979,12.5,26.08,7.432,185.8,0.001214,0.000807,0.003012,0.005214,191.77,0.13252,0.50072,1.01742,straight,gentle
MVI_40241,168,76,1136,1211,649.0,647.99,0.9984,14.83,45.01,7.298,182.46,0.002074,0.001484,0.004209,0.010074,99.27,0.18092,0.803,2.12883,straight,gentle
MVI_40241,169,56,1161,1216,542.55,542.28,0.9995,4.34,17.36,9.303,232.58,0.000939,0.00037,0.002818,0.003895,256.74,0.09918,0.36757,0.57012,straight,straight
MVI_40241,170,66,1161,1226,590.79,587.8,0.9949,22.1,42.02,5.93,148.26,0.002027,0.001776,0.004948,0.00614,162.86,0.17999,0.81788,1.18438,curved,gentle
MVI_40241,171,56,1166,1221,440.12,438.96,0.9974,34.69,42.42,6.072,151.79,0.003924,0.001275,0.014213,0.028954,34.54,0.16999,1.12205,1.70147,curved,gentle
MVI_40241,172,71,1166,1236,573.63,573.38,0.9996,0.81,24.95,7.116,177.89,0.001334,0.00072,0.003952,0.006246,160.11,0.14214,0.40145,0.54293,straight,straight
MVI_40241,173,81,1176,1256,684.51,683.45,0.9984,10.59,40.03,6.918,172.96,0.002192,0.000871,0.006846,0.01304,76.68,0.18666,0.73012,0.99439,straight,gentle
MVI_40241,174,66,1181,1246,508.53,508.24,0.9994,10.76,25.09,7.068,176.71,0.001159,0.000741,0.00198,0.011405,87.68,0.12638,0.30877,1.64279,straight,gentle
MVI_40241,175,71,1186,1256,674.91,671.92,0.9956,18.68,40.44,6.439,160.98,0.001602,0.000762,0.00457,0.00744,134.41,0.10677,0.73434,1.42753,straight,gentle
MVI_40241,176,66,1191,1256,533.08,530.85,0.9958,10.88,41.59,5.407,135.18,0.002687,0.001339,0.008012,0.01512,66.14,0.19756,0.6984,0.89303,straight,gentle
MVI_40241,177,56,1201,1256,518.35,518.11,0.9995,13.99,18.23,8.586,214.65,0.001027,0.000569,0.002696,0.008728,114.57,0.12027,0.34856,1.31295,straight,gentle
MVI_40241,178,71,1201,1271,594.35,593.85,0.9991,8.03,18.95,7.36,184.0,0.000815,0.000331,0.00244,0.005201,192.27,0.0614,0.39895,0.52673,straight,straight
MVI_40241,179,81,1206,1286,698.52,697.14,0.998,12.3,44.84,7.514,187.85,0.001932,0.000921,0.005325,0.007745,129.12,0.18238,0.65218,0.94654,straight,gentle
MVI_40241,180,61,1216,1276,489.69,489.46,0.9995,3.56,24.63,7.447,186.18,0.001348,0.000839,0.003712,0.004707,212.43,0.1872,0.49528,0.60501,straight,straight
MVI_40241,181,61,1221,1281,473.7,471.49,0.9953,34.05,51.37,5.513,137.82,0.004108,0.001883,0.014592,0.020648,48.43,0.21366,0.97794,2.21999,curved,gentle
MVI_40241,182,76,1226,1301,603.68,602.97,0.9988,12.53,33.71,7.038,175.94,0.001539,0.000586,0.005026,0.012532,79.8,0.10156,0.49555,2.36283,straight,gentle
MVI_40241,183,56,1246,1301,545.19,544.88,0.9994,10.89,19.29,9.012,225.31,0.000823,0.000475,0.002125,0.003141,318.41,0.10762,0.41294,0.81886,straight,gentle
MVI_40241,184,51,1246,1296,503.04,502.26,0.9984,18.36,26.81,6.956,173.9,0.002085,0.000819,0.008673,0.011378,87.89,0.14662,0.63607,0.76226,straight,gentle
MVI_40241,185,71,1256,1326,711.1,708.45,0.9963,24.38,32.99,6.965,174.13,0.00117,0.0011,0.002403,0.004143,241.38,0.12455,0.57358,1.38488,curved,gentle
MVI_40241,186,61,1266,1326,635.34,634.95,0.9994,3.59,12.15,9.328,233.19,0.000462,0.000336,0.001086,0.001434,697.36,0.08402,0.15669,0.25973,straight,straight
MVI_40241,187,61,1266,1326,581.67,579.38,0.9961,21.51,32.29,6.808,170.19,0.002021,0.001191,0.004172,0.01161,86.13,0.23779,0.59461,0.81087,curved,gentle
MVI_40241,188,71,1276,1346,427.6,426.46,0.9973,13.46,41.77,4.389,109.71,0.003284,0.001989,0.009033,0.017479,57.21,0.21394,0.61333,1.69838,straight,gentle
MVI_40241,189,61,1276,1336,522.39,521.55,0.9984,18.59,31.56,8.033,200.83,0.001428,0.000557,0.002686,0.017082,58.54,0.11678,0.60058,2.81442,straight,gentle
MVI_40241,190,51,1281,1331,550.61,550.34,0.9995,9.92,15.9,10.462,261.56,0.000643,0.000549,0.00141,0.002419,413.45,0.10051,0.3698,0.70556,straight,straight
MVI_40241,191,76,1281,1356,682.6,681.67,0.9986,11.18,37.67,7.706,192.66,0.002159,0.000627,0.006655,0.009258,108.01,0.15356,0.6725,0.87469,straight,gentle
MVI_40241,192,66,1291,1356,586.62,585.44,0.998,16.76,30.74,6.308,157.7,0.002598,0.00091,0.009931,0.013815,72.39,0.19641,0.6372,0.81122,straight,gentle
MVI_40241,193,66,1291,1356,644.52,643.62,0.9986,9.58,38.85,8.513,212.82,0.00188,0.000778,0.006626,0.009773,102.33,0.17344,0.77068,1.28763,straight,straight
MVI_40241,194,56,1291,1346,443.19,441.12,0.9953,21.31,41.73,6.12,152.99,0.002795,0.001948,0.008055,0.014275,70.05,0.20127,1.16031,1.6447,curved,gentle
MVI_40241,195,56,1306,1361,488.68,488.54,0.9997,0.29,10.72,8.23,205.75,0.00061,0.000325,0.001782,0.002793,358.0,0.0739,0.22979,0.31746,straight,straight
MVI_40241,196,66,1326,1391,614.28,613.88,0.9994,7.62,16.11,8.172,204.3,0.000664,0.000473,0.001339,0.002685,372.41,0.1023,0.25974,0.36535,straight,straight
MVI_40241,197,76,1331,1406,569.23,568.79,0.9992,4.2,23.08,7.302,182.56,0.001021,0.000822,0.002111,0.002736,365.45,0.15468,0.32442,0.5098,straight,straight
MVI_40241,198,61,1331,1391,440.47,439.04,0.9968,2.0,42.56,5.367,134.16,0.003484,0.001388,0.011241,0.01545,64.72,0.18024,1.20258,1.68118,straight,straight
MVI_40241,199,56,1336,1391,501.57,501.45,0.9998,7.36,11.32,8.488,212.2,0.000575,0.000385,0.001625,0.001924,519.87,0.09363,0.20925,0.23007,straight,straight
MVI_40241,200,61,1341,1401,716.86,714.08,0.9961,7.98,40.3,8.038,200.95,0.002091,0.001075,0.007313,0.01327,75.36,0.17237,0.97238,1.02968,straight,straight
MVI_40241,201,71,1351,1421,656.09,655.11,0.9985,20.59,45.71,7.848,196.2,0.002331,0.001206,0.006021,0.011809,84.68,0.2874,0.69697,1.35597,curved,gentle
MVI_40241,202,61,1356,1416,591.09,590.0,0.9981,24.49,34.43,9.006,225.14,0.001316,0.00071,0.002408,0.011031,90.66,0.18574,0.54613,2.4978,curved,gentle
MVI_40241,203,56,1361,1416,491.29,490.82,0.999,11.59,16.15,8.181,204.53,0.000585,0.000291,0.001506,0.002493,401.05,0.08162,0.51516,0.75382,straight,gentle
MVI_40241,204,56,1361,1416,556.56,555.17,0.9975,16.65,27.28,6.975,174.38,0.001366,0.001143,0.002643,0.003807,262.66,0.22114,0.52004,0.72855,straight,gentle
MVI_40241,205,61,1361,1421,736.6,736.19,0.9994,3.66,17.94,8.897,222.43,0.000929,0.000489,0.002453,0.003107,321.87,0.13977,0.25064,0.46503,straight,straight
MVI_40241,206,76,1366,1441,485.39,484.19,0.9975,8.98,51.07,4.924,123.11,0.004636,0.001847,0.012387,0.019877,50.31,0.35484,0.71807,1.0336,straight,straight
MVI_40241,207,66,1381,1446,591.04,590.8,0.9996,5.71,13.37,8.047,201.18,0.000616,0.000292,0.001889,0.00338,295.86,0.05052,0.2533,0.42677,straight,straight
MVI_40241,208,71,1401,1471,662.95,662.48,0.9993,3.89,26.61,7.969,199.22,0.001185,0.001137,0.002518,0.003202,312.3,0.18541,0.35209,0.47018,straight,straight
MVI_40241,209,66,1401,1466,428.04,427.32,0.9983,9.88,20.26,4.514,112.86,0.001361,0.000893,0.003272,0.004874,205.16,0.11062,0.32455,0.66964,straight,straight
MVI_40241,210,56,1406,1461,519.36,518.83,0.999,11.18,22.4,6.347,158.67,0.001816,0.000685,0.006586,0.010355,96.58,0.13644,0.50389,0.62135,straight,gentle
MVI_40241,211,61,1406,1466,426.11,425.14,0.9977,18.34,48.47,5.176,129.4,0.005853,0.001734,0.017364,0.051155,19.55,0.17872,1.05607,2.13627,straight,gentle
MVI_40241,212,71,1406,1476,544.07,543.91,0.9997,7.26,18.55,7.122,178.06,0.000969,0.000741,0.001892,0.00387,258.39,0.13041,0.3228,0.4494,straight,straight
MVI_40241,213,71,1436,1506,542.55,542.35,0.9996,3.15,20.08,7.271,181.77,0.001081,0.000554,0.00307,0.004979,200.85,0.12591,0.37513,0.48457,straight,straight
MVI_40241,214,66,1446,1511,447.55,446.69,0.9981,13.51,32.38,4.992,124.8,0.002306,0.001104,0.007651,0.009829,101.74,0.14361,0.50874,1.29587,straight,gentle
MVI_40241,215,61,1451,1511,516.88,516.07,0.9984,22.48,32.61,7.961,199.02,0.001331,0.000828,0.001776,0.015078,66.32,0.14305,0.57768,2.57098,curved,gentle
MVI_40241,216,66,1466,1531,631.58,630.91,0.9989,12.55,20.28,7.891,197.29,0.000955,0.000462,0.002749,0.0035,285.68,0.13557,0.30987,0.42307,straight,gentle
MVI_40241,217,66,1471,1536,570.85,561.17,0.983,43.71,116.13,6.29,157.26,0.00544,0.003241,0.011389,0.045805,21.83,0.35129,1.95488,9.30542,curved,gentle
MVI_40241,218,66,1501,1566,656.44,655.87,0.9991,6.96,37.25,6.624,165.59,0.002884,0.000989,0.008365,0.018735,53.38,0.23132,0.62606,1.17037,straight,straight
MVI_40241,219,51,1506,1556,489.82,489.64,0.9996,3.47,9.48,9.141,228.54,0.000468,0.000516,0.000741,0.001035,966.52,0.09685,0.20472,0.21276,straight,straight
MVI_40241,220,66,1516,1581,571.8,571.46,0.9994,2.13,19.13,7.923,198.08,0.000686,0.000445,0.001861,0.00277,361.07,0.09871,0.38728,0.62025,straight,straight
MVI_40241,221,56,1516,1571,628.87,628.48,0.9994,10.28,16.73,10.218,255.46,0.000625,0.00036,0.001348,0.003926,254.74,0.08138,0.33496,1.1496,straight,gentle
MVI_40241,222,66,1521,1586,445.61,444.23,0.9969,10.6,44.75,4.579,114.48,0.003249,0.0021,0.00927,0.012643,79.09,0.239,0.69897,1.34947,straight,gentle
MVI_40241,223,76,1526,1601,656.13,655.19,0.9986,0.31,39.4,6.825,170.62,0.002115,0.000731,0.008361,0.009619,103.97,0.16922,0.66531,0.74351,straight,straight
MVI_40241,224,61,1541,1601,542.94,542.57,0.9993,10.26,17.02,7.953,198.83,0.000931,0.000655,0.002435,0.003482,287.2,0.16327,0.28308,0.34288,straight,gentle
MVI_40241,225,66,1541,1606,562.2,560.67,0.9973,3.16,43.79,5.782,144.55,0.004339,0.000835,0.014128,0.032054,31.2,0.16606,1.10611,1.49233,straight,straight
MVI_40241,226,61,1561,1621,430.21,429.72,0.9989,1.52,26.59,4.587,114.67,0.002732,0.000941,0.005995,0.027517,36.34,0.16188,0.63334,0.82832,straight,straight
MVI_40241,227,61,1561,1621,513.57,513.33,0.9995,6.25,18.22,7.935,198.38,0.000889,0.00055,0.002211,0.004211,237.45,0.10724,0.28079,0.77692,straight,straight
MVI_40241,228,76,1571,1646,674.35,673.11,0.9982,24.59,46.13,7.262,181.54,0.00188,0.001353,0.004165,0.00914,109.4,0.22757,0.59894,2.41059,curved,gentle
MVI_40241,229,61,1581,1641,556.79,556.52,0.9995,11.67,16.92,8.616,215.4,0.000699,0.000517,0.001422,0.004328,231.06,0.11329,0.18288,0.9385,straight,gentle
MVI_40241,230,81,1586,1666,409.45,406.53,0.9929,14.07,71.74,3.413,85.33,0.007837,0.001865,0.018611,0.054904,18.21,0.23333,0.92186,3.44368,straight,gentle
MVI_40241,231,66,1606,1671,700.16,698.49,0.9976,15.57,26.92,7.171,179.28,0.000785,0.000548,0.001915,0.002528,395.57,0.11494,0.51912,1.21843,straight,gentle
MVI_40241,232,66,1606,1671,609.52,608.6,0.9985,22.17,27.45,8.229,205.73,0.001127,0.000377,0.002806,0.009527,104.96,0.08931,0.45595,2.11493,curved,gentle
MVI_40241,233,61,1611,1671,554.64,554.52,0.9998,3.58,12.69,8.316,207.9,0.000773,0.000238,0.00291,0.003364,297.26,0.05574,0.31691,0.35233,straight,straight
MVI_40241,234,56,1611,1666,486.88,486.75,0.9997,9.59,14.26,8.286,207.15,0.00078,0.000402,0.003258,0.003588,278.74,0.08344,0.37958,0.4153,straight,straight
MVI_40241,235,71,1616,1686,676.2,675.63,0.9992,14.7,24.94,7.755,193.88,0.00142,0.000498,0.003601,0.009361,106.83,0.14467,0.44104,0.69677,straight,gentle
MVI_40241,236,91,1616,1706,428.25,425.49,0.9936,26.05,93.06,3.256,81.39,0.012477,0.00393,0.037411,0.101762,9.83,0.29994,1.90063,3.47344,curved,gentle
MVI_40241,237,61,1626,1686,421.66,421.03,0.9985,5.14,32.8,4.615,115.38,0.003154,0.002171,0.008449,0.013688,73.06,0.26571,0.61236,0.92528,straight,straight
MVI_40241,238,76,1626,1701,568.84,566.27,0.9955,13.15,47.8,4.492,112.31,0.003999,0.001006,0.013141,0.017806,56.16,0.19792,0.92545,1.16122,straight,gentle
MVI_40241,239,61,1626,1686,524.46,524.24,0.9996,2.71,19.22,8.129,203.23,0.000944,0.000595,0.002895,0.003832,260.97,0.12223,0.35927,0.41444,straight,straight
MVI_40241,240,71,1631,1701,594.01,593.57,0.9993,4.57,23.95,7.838,195.96,0.000925,0.000757,0.002045,0.002957,338.19,0.14583,0.34581,0.53824,straight,straight
MVI_40241,241,66,1641,1706,421.51,419.26,0.9947,12.08,59.31,5.246,131.14,0.003939,0.002019,0.012648,0.014656,68.23,0.25394,1.03042,2.7062,straight,gentle
MVI_40241,242,71,1656,1726,661.54,661.04,0.9992,0.21,30.5,7.659,191.46,0.0016,0.000717,0.004504,0.012619,79.24,0.14119,0.55303,0.84234,straight,straight
MVI_40241,243,71,1661,1731,552.07,549.11,0.9946,4.13,56.87,4.856,121.41,0.00472,0.001593,0.015413,0.019621,50.97,0.25901,0.93823,1.2377,straight,straight
MVI_40241,244,71,1671,1741,445.21,436.1,0.9796,14.58,114.76,5.091,127.28,0.008499,0.004532,0.025014,0.061259,16.32,0.39733,2.1138,2.54219,straight,gentle
MVI_40241,245,66,1676,1741,624.6,624.26,0.9994,5.79,20.59,8.158,203.95,0.000886,0.000393,0.003064,0.005137,194.66,0.10141,0.39878,0.79092,straight,straight
MVI_40241,246,61,1676,1736,727.14,723.32,0.9947,23.12,37.9,7.532,188.3,0.001498,0.001177,0.003325,0.005106,195.85,0.23109,1.01587,1.22872,curved,gentle
MVI_40241,247,66,1696,1761,567.49,567.3,0.9997,5.03,11.03,7.626,190.65,0.000444,0.000462,0.000781,0.001066,937.68,0.07723,0.18125,0.23011,straight,straight
MVI_40241,248,71,1696,1766,647.24,646.52,0.9989,7.6,18.81,7.205,180.12,0.000832,0.000537,0.002182,0.002897,345.18,0.12712,0.26705,0.28844,straight,straight
MVI_40241,249,81,1696,1776,409.5,407.51,0.9951,24.19,79.14,3.671,91.78,0.008701,0.002343,0.02584,0.041879,23.88,0.24134,1.32119,1.93283,curved,gentle
MVI_40241,250,71,1701,1771,579.26,575.85,0.9941,9.79,57.58,5.293,132.34,0.004025,0.001363,0.009354,0.030031,33.3,0.18687,1.24441,1.79658,straight,straight
MVI_40241,251,71,1701,1771,614.48,612.92,0.9975,21.1,40.47,7.409,185.23,0.001406,0.000631,0.003803,0.009634,103.8,0.12832,0.52788,2.48635,curved,gentle
MVI_40241,252,66,1706,1771,427.42,426.77,0.9985,5.27,27.19,4.469,111.74,0.002255,0.001275,0.006177,0.010273,97.35,0.16352,0.37682,0.64799,straight,straight
